trial_id,window_id,window_start_s,window_end_s,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
2,1,0.0,0.3,-0.913868475833603,0.06521998175151346,0.8893717057422256,-2.051019876524788,-7.2501236545268855,-0.12951312174302404,-1.764652547620952,-2.3335867726399795,0.6800009773454925,-0.19622902295780936,-1.196308858663384,-2.237965120543292,-0.34180505917635895,0.8577144926199093,0.9531410508808056,1.7781635290976248,-0.5793270105982891,0.12969615115775807,0.29535347402669987,-0.679565520162189
2,2,0.3,0.6,-0.1136229032582194,-0.5185159818077313,-0.5548559064885128,-10.73417873545267,2.7805459159421573,0.6652994811754088,0.648531847488782,0.3265281345926292,0.5597321348076788,-0.1588339668955916,0.06274873701543703,0.4565626964420572,-0.037117093539680554,-0.3188772326732635,-0.0008620221757889656,-0.1380258452974239,-0.21328351088839428,0.13174800295110115,-0.11118711860228968,0.03278321803847187
2,3,0.6,0.9,-0.8617923651155734,2.849015721418364,2.061364223432619,2.3367909131178384,-0.28001580941087667,-0.35753399167991784,-0.6782612648017079,0.8581044802018504,-0.6969478817328527,2.958733391466045,-0.3170713511327665,4.451232543528219,2.2681504793912723,4.155470921269453,-2.245119918956,3.653041828606146,5.386465791282861,-5.021426676577245,3.2155644000987316,3.3160611321463245
2,4,0.9,1.2,-0.9322986673855536,1.322084626475087,-0.4253828599239321,-1.5574918615823108,-5.32286987470666,-1.1045359929794587,0.05253826595763928,0.39799581786364163,1.2771719126193193,0.840986955407923,-2.940814546868631,-1.7652018984862745,-2.633958823279712,1.5392306935870628,-0.36607358524731415,-1.1296232646727675,1.852443662074009,-1.1187823098787153,0.049245223722761466,1.9925620200778553
2,5,1.2,1.5,-0.19536932793239883,0.9327705476998929,-0.25391723580627035,2.253041917629627,-0.0014569989399717733,-1.4422484819102814,-1.1065921913620607,1.0163924586120068,1.3470951108593208,-4.109321637569326,-0.515941590448642,0.5336332330466282,-0.3158849418843724,-1.031967637925493,-2.0913602287143327,-1.7339069229282373,0.317986370665762,-0.6426846221560414,-0.8348182410022111,1.1633625097673932
2,6,1.5,1.8,-0.020998126516779424,0.40564503932977786,-0.43414646463248735,0.4370183473531042,-1.5589246741272174,0.16748470075587393,-1.6385661359591206,0.7210729700796054,-1.6152730630847536,0.1483575760002616,0.687209456874703,-1.564494196765144,0.8382342417971866,-0.9075358381628259,-1.2515039512901238,-1.4258192947860842,1.118715157515839,-0.8573631396844937,0.09541805824546756,1.2757428667971906
2,7,1.8,2.1,0.05994457563938371,-1.0027693881292778,1.157307374012968,2.506239819401408,-2.065155202750024,1.4273947260991307,-0.3964494122163763,0.8644936713412008,-0.4877724495337909,1.5608273650802922,1.6963422210152308,2.305231325614419,0.11569919211298084,0.8608980691364255,0.07659348378213061,-0.9305170578647621,0.6156952503657254,-0.0998227622641039,0.3434509825804647,0.3548675301619595
2,8,2.1,2.4,0.030055656746527992,0.3067981129985319,0.11645472775214455,2.6489555972913967,2.0915907925745865,4.298202174558275,-1.0780511651223892,-0.6546719767256153,0.1843342911625145,-1.374010283430085,-1.821965263514076,1.3510945944995134,-0.1247680231789805,-0.3603430541612859,0.2160493091690767,0.2048305590418245,0.6583249119764539,0.08775594591136271,0.5040951615548823,-0.8377633413943506
2,9,2.4,2.7,0.4165975902080796,0.30402451180821477,1.2759246253139265,-0.3395448263281522,-1.3351641519894986,-2.0710966698271847,-2.9994221958166833,-0.2346831260408659,-0.36367064321703524,-1.0948895423427296,-1.7466374794046857,0.16706192768499203,-0.513680323707534,0.10498774196655489,0.5931395775681224,-0.5879764638509705,0.8668746269297248,0.03901458665164472,0.3973567301293496,-0.5892023681011856
2,10,2.7,3.0,0.47977834222275345,-0.7322058218641222,0.6328959054683668,1.9006212039798884,0.16689810618276757,4.299102155523796,1.327821164955527,1.2968085292361682,2.2168347968711037,-0.11016722118176718,-1.072184363446339,-1.2199128161643826,-0.5700401480094749,0.03920222310714545,-0.07529765196404144,0.15229222173028406,-0.2305537291299249,-0.4954699468129188,0.15022981100223914,-0.00773396570750684
2,11,3.0,3.3,0.7468617622317495,-1.0653613853491959,0.025655172718762744,1.3829596221902254,-2.375779713668502,-0.06126028742683534,-0.6727579544937593,1.231352993991447,0.23573140508509283,-3.54608193191186,-0.15351482591603166,0.8071798784779495,-0.1466096359675196,-0.2683294482349951,-0.9647487797988582,0.4950316885187769,-0.7317259390769291,-0.2249144525513788,-0.24489343808538316,-0.17617174652590079
2,12,3.3,3.6,0.9497818839526071,0.4463043503104405,0.4838743890355737,1.124300203065995,-1.601198253763754,0.055351112527438316,-1.5914926213252238,2.3795776688664785,-1.0874823062864103,-2.3834566003029307,-1.7422261611726146,2.519385732838153,-0.23526785750348772,-0.9841628239675143,-0.3500018704253584,-0.3118977245812284,1.0210422881632564,0.09037726892902255,0.1666964637945297,0.3296155612806149
2,13,3.6,3.9,0.9086038997588622,0.49059837772291015,0.13932905900020112,-0.48269721198398435,-3.9063563895464597,0.15620694770681964,-0.014588578882198572,1.0469232372026982,0.20853377751081095,-1.0341209042816755,0.17380336086092085,-0.5071311086726915,1.4267753598728925,-1.1717871125909796,-1.3251665622326152,-1.1925788819648953,2.0069392012649154,-0.023881911537944875,0.45781556122756156,0.46821244820758723
2,14,3.9,4.2,-0.07917581415691897,-0.35860523425896956,0.2959859213174697,-10.761213709750724,3.15603274572698,0.7617280508109293,-0.42812517768600095,0.925400339508253,0.7640848272973344,-1.2270105935613138,-0.06871410812688557,-0.9023566077067415,-0.20869284176000158,0.05518764241416716,-0.42408770332657203,0.12154517796883162,-0.2879313218590326,-0.11571041089201473,-0.3538482945922713,0.20025745311970147
2,15,4.2,4.5,-0.31704696058805626,-0.031071833600981133,-0.13616228349962187,-10.687574430564057,2.885372388787511,0.14531882759395243,1.0981625087285032,0.048289953606295476,0.7985142567836283,0.5673275772234595,-0.35862429767979326,1.0292942434055374,0.04650519054293405,-0.6388109906172441,-0.026370536997091396,-0.20220725918730287,0.38949155937764485,-0.023761056313291527,0.2743215051424605,-0.07427993657697152
